GENE,NSMCE2,NSMCE2,NSMCE2,PIAS1,PIAS1,PIAS1,PIAS2,PIAS2,PIAS2,PIAS3,PIAS3,PIAS3,PIAS4,PIAS4,PIAS4,ZMIZ2,ZMIZ2,ZMIZ2,ZATT,ZATT,ZATT,Z3,Z3,Z3
MIA2,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,0.646389054,2.39,0.78
MIA3,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,0.913222874,2.85,0.78
MIS18BP1,-0.088573511,6.31,6.96,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,0.318903493,4.72,7.17,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN
MKI67,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,0.569328281,4.73,5.93,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN
MLEC,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,1.367665655,2.03,0.42
MLLT4,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,0.799249102,1.92,0.44
MMP14,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,1.432480714,1.94,0.38
MNT,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,0.761474855,1.81,0.88
MORC2,-0.480683659,1.71,2.97,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,0.9320639,4.12,4.08,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN
MORC3,-0.069985376,5.54,8.53,0.086025639,1.41,2.31,0.291154648,5.27,7.4,0.130720687,1.32,2.12,0.10223472,7.48,9.88,NaN,NaN,NaN,0.18500144,5.53,5.36,-0.933919795,2.92,3.91
MORC4,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,0.143107742,6.95,5.45,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN
MORF4L1,NaN,NaN,NaN,NaN,NaN,NaN,0.802348337,1.42,0.16,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,0.371303007,1.87,0.3
MORF4L2,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,0.758418461,1.43,0.38
MOSPD2,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,0.43619492,2.78,1.31
MPP5,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,1.194601389,4.37,2.52,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN
MPZL1,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,0.935825936,2.85,0.44
MRC2,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,0.557570587,1.77,0.96
MRE11A,NaN,NaN,NaN,1.114473716,1.46,3.72,NaN,NaN,NaN,0.80159775,1.36,3.29,1.092408497,5.09,4.14,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN
MRS2,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,1.069924267,4.09,4.16
MSANTD4,0.024495442,7.15,7.12,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,0.958369462,6.8,8.11,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN
MSH6,-0.204276167,4.24,4.39,NaN,NaN,NaN,NaN,NaN,NaN,0.592286439,1.55,2.23,0.296350236,5.92,5.32,NaN,NaN,NaN,NaN,NaN,NaN,-0.185953325,4.65,3.23
MSL1,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,0.569981362,6.39,5.49,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN
MSL2,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,0.405259573,6.64,5.46,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN
MTCH2,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,0.267395293,4.79,4.39,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN
MTDH,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,2.81496626,2.34,0.48
MTMR2,NaN,NaN,NaN,NaN,NaN,NaN,0.430402683,1.83,2.3,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN
MTPAP,NaN,NaN,NaN,NaN,NaN,NaN,0.881439996,1.81,0.26,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN
MTX1,NaN,NaN,NaN,0.706555378,1.45,0.88,0.123282545,1.7,0.88,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN
MVP,NaN,NaN,NaN,1.230304633,1.57,0.47,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN
MYADM,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,1.096668841,4.39,3.94
MYBL2,-0.220152575,4.77,5.32,NaN,NaN,NaN,0.955491011,3.16,3.42,NaN,NaN,NaN,0.342125716,7.56,8.02,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN
MYC,-0.23126685,3.62,5.34,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,0.300634324,5.91,5.78,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN
MYH10,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,0.327335184,1.73,2.56,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN
MYL12A,-0.06717515,4.83,4.76,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,0.918089319,5.16,5.15,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN
MYO1B,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,0.463417178,2.97,1.24
MYO1C,NaN,NaN,NaN,NaN,NaN,NaN,-1.449514734,1.68,0.24,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN
NAA25,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,-0.092270513,1.31,1.05
NAB1,-0.043890614,5.94,5.27,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,0.351438511,4.94,5.97,NaN,NaN,NaN,NaN,NaN,NaN,-0.418479029,1.96,3.88
NAB2,-0.082848421,5.57,6.67,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,0.285285832,5.16,6,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN
NACC1,-0.041740739,4.26,4.95,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,0.895027683,4.3,4.79,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN
NAP1L3,0.012659867,5.2,5.03,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,0.233024449,5.37,4.43,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN
NAT10,NaN,NaN,NaN,NaN,NaN,NaN,0.449847344,1.75,0.89,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN
NAT14,NaN,NaN,NaN,0.908673679,2.34,1.45,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN
NCAM1,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,1.093343043,1.86,0.98
NCBP1,NaN,NaN,NaN,NaN,NaN,NaN,-0.246093306,2.17,0.26,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN
NCLN,NaN,NaN,NaN,0.317894979,1.5,0.71,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN
NCOR2,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,-0.58408478,1.65,0.59,NaN,NaN,NaN,1.85121257,1.36,0.34,NaN,NaN,NaN
NDC80,NaN,NaN,NaN,NaN,NaN,NaN,0.32695074,1.79,0.9,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN
NDUFA4,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,0.325228473,4.1,2.91
NDUFA9,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,-0.07920163,1.46,0.44,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN
NDUFB5,NaN,NaN,NaN,NaN,NaN,NaN,-0.004411537,1.44,0.49,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN
NDUFB8,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,1.055859351,2.41,0.48
NDUFS3,NaN,NaN,NaN,NaN,NaN,NaN,0.056327272,1.86,2.01,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN
NEDD8,0.254278215,3.21,1.8,0.030486271,1.39,3.58,NaN,NaN,NaN,NaN,NaN,NaN,0.464422215,1.88,1.41,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN
NEIL3,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,1.073601053,4.08,3.41,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN
NELFB,NaN,NaN,NaN,NaN,NaN,NaN,0.908161846,1.42,0.41,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN
NELFCD,NaN,NaN,NaN,0.541900744,3.2,3.31,-0.114197913,2.63,2.12,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN
NFATC2IP,0.211150694,4.08,4.28,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN
NFIC,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,0.597946164,5.18,4.84,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN
NFIL3,-0.532190781,1.7,3.5,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,0.883327855,6.02,5.48,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN
NFKB2,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,0.712101019,3.73,4.83,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN
NFRKB,-1.331507433,1.48,1.64,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,0.474431906,5.1,6.13,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN
NIFK,-0.321103066,3.5,2.55,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,0.631134131,4.94,4.69,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN
NKD1,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,0.977567008,1.72,1.15,NaN,NaN,NaN,NaN,NaN,NaN,0.166629929,1.4,0.95
NOC3L,NaN,NaN,NaN,NaN,NaN,NaN,0.677558738,3.74,0.59,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN
NOC4L,NaN,NaN,NaN,0.172444033,1.3,1.3,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN
NOL11,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,1.507416064,1.68,0.3
NOL6,NaN,NaN,NaN,0.063678633,1.39,1.16,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN
NOM1,NaN,NaN,NaN,NaN,NaN,NaN,1.741586398,1.9,0.24,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN
NOMO1,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,0.578147538,5.73,3.22,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN
NOMO2,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,0.578147538,5.73,3.22,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN
NOMO3,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,0.578147538,5.73,3.22,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN
NONO,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,1.13513418,1.68,0.51,NaN,NaN,NaN
NOP14,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,0.794161489,2.07,0.44
NOP56,-2.069513171,1.32,0.21,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,0.999982125,1.74,0.48,NaN,NaN,NaN,NaN,NaN,NaN,1.276167295,1.66,0.57
NOP58,-0.009860818,4.83,7.43,NaN,NaN,NaN,-0.157108281,4.15,2.99,NaN,NaN,NaN,0.339063273,7.1,6.57,NaN,NaN,NaN,-0.006482142,1.33,1.59,0.121152134,1.32,1.5
NOTCH2,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,1.306071958,1.42,0.34
NPAT,-0.037036402,6.44,4.5,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,0.27635874,1.73,3.32,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN
NPEPPS,NaN,NaN,NaN,NaN,NaN,NaN,0.265245937,1.92,1.54,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN
NPM1,-0.435796783,5.09,4.96,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,0.219032527,1.57,1.36,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN
NR2C2,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,0.685732713,1.6,2.77,0.49545369,2.43,1.36,NaN,NaN,NaN,NaN,NaN,NaN
NR3C1,0.027400012,5.29,4.25,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,0.370141247,2.35,4.08,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN
NRIP1,-0.301485846,2.55,3.16,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,0.255130557,3.79,5.04,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN
NSD1,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,1.002950954,4.09,3.36,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN
NSDHL,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,-0.263646766,1.44,0.36,0.30273446,2.27,0.46
NSMCE2,-0.221410334,2.36,0.74,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN
NSRP1,NaN,NaN,NaN,NaN,NaN,NaN,0.932749963,2.37,0.76,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,1.195576826,1.36,0.93
NTM,NaN,NaN,NaN,0.871517349,1.55,2.99,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,0.732213315,1.85,2.52,NaN,NaN,NaN
NUFIP2,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,0.363868788,1.36,0.53
NUMA1,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,0.108843195,1.52,0.37,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,-1.56214397,1.54,0.91
NUP133,NaN,NaN,NaN,NaN,NaN,NaN,0.009206733,1.59,2.32,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN
NUP210,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,0.589800541,1.36,0.62
OMA1,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,4.053587717,2.74,1.32
ORC2,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,1.749382835,2.19,0.7
OSBPL3,NaN,NaN,NaN,1.072199923,2.22,2.13,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN
OSBPL8,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,1.015564041,1.93,0.75
P4HA2,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,0.783105168,4.19,3.57,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN
P4HB,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,1.224981529,1.98,0.72
PABPC1,NaN,NaN,NaN,NaN,NaN,NaN,0.648705705,1.86,2.36,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN
PABPC3,NaN,NaN,NaN,NaN,NaN,NaN,0.648705705,1.86,2.36,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN
PAF1,1.065008413,2.51,3.19,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,0.318317788,4.35,3.64,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN
PAFAH1B1,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,5.263237266,1.79,0.57
PAICS,NaN,NaN,NaN,NaN,NaN,NaN,-0.703424576,1.68,2.32,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN
PALM,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,0.898493622,4.69,3.53
PAPD5,-0.566554425,1.89,2.74,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,0.412735508,1.61,0.35,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN
PARP1,-0.018084159,4.9,7.22,NaN,NaN,NaN,-0.220058958,2.16,1.61,NaN,NaN,NaN,0.16668355,6.43,7.77,NaN,NaN,NaN,NaN,NaN,NaN,-0.313005136,3.06,2.8
PARP12,NaN,NaN,NaN,NaN,NaN,NaN,0.327042111,1.54,2.23,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN
PCBP1,NaN,NaN,NaN,1.121937123,1.62,3.07,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN
PCBP2,NaN,NaN,NaN,0.489534676,2.11,3.54,NaN,NaN,NaN,NaN,NaN,NaN,0.2371394,1.97,3.41,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN
PCBP3,NaN,NaN,NaN,0.489534676,2.11,3.54,NaN,NaN,NaN,NaN,NaN,NaN,0.2371394,1.97,3.41,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN
PCDHB2,NaN,NaN,NaN,NaN,NaN,NaN,0.384954074,1.54,2.86,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN
PCDHB5,9.572427045,1.79,0.42,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,1.286907172,1.67,3.21
PCDHGC3,10.61708014,2.72,0.51,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN
PCID2,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,-0.087745493,1.67,0.22,NaN,NaN,NaN,NaN,NaN,NaN
PCNA,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,0.331109062,5.76,4.42,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN
PCYT1A,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,1.015475571,5.03,2.99,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN
PDIA3,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,1.195541201,2.82,0.74
PDIA4,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,0.672859145,1.79,1.41
PDIA6,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,-0.769721315,2.14,0.91
PDS5A,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,0.952265707,1.45,0.17
PDS5B,NaN,NaN,NaN,NaN,NaN,NaN,0.462329748,1.33,0.3,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN
PDZD8,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,0.805501048,1.95,0.42,NaN,NaN,NaN,NaN,NaN,NaN
PES1,NaN,NaN,NaN,NaN,NaN,NaN,0.903911041,1.45,0.61,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN
PEX10,NaN,NaN,NaN,0.719864314,1.33,1.82,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,0.580887578,1.66,2.22,NaN,NaN,NaN
PEX3,NaN,NaN,NaN,0.670543648,1.41,2.64,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN
PGAM2,NaN,NaN,NaN,0.506137674,1.84,2.11,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN
PGAM1,NaN,NaN,NaN,0.506137674,1.84,2.11,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN
PGAM4,NaN,NaN,NaN,0.506137674,1.84,2.11,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN
PGD,NaN,NaN,NaN,NaN,NaN,NaN,0.681708994,1.68,2.61,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN
PGRMC1,NaN,NaN,NaN,NaN,NaN,NaN,0.375918441,1.42,0.36,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN
PHB,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,0.29619898,1.84,0.64
PHB2,NaN,NaN,NaN,1.031963114,1.56,0.95,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN
